id,type,Municipality,Star Rating,Facility Name,addrStreet,addrHousenumber,Postal Code,Phone,Email Address,Website,Service Type,Altitude,Number of Beds,Price,Services,coordinates
hotel418,hotel,FOLGARIA,3-stars,LICIA,VIA NAZIONALE,2,38060,333-6785381,info@hotellicia.it,www.hotellicia.it,full-board,1279,43,,Terrace or solarium garden,"[45.9149727, 11.173015]"
hotel419,hotel,FOLGARIA,3-stars,MARTINELLA,VIA MARTINELLA,53,38060,0464-727129,martinella@martinella.it,www.martinella.it,full-board,1250,75,,Terrace or solarium garden,"[45.9149727, 11.173015]"
hotel420,hotel,FOLGARIA,3-stars,MONTE MAGGIO,FRAZIONE FONDO GRANDE,34,38064,0464-721600,info@hotelmontemaggio.it,www.hotelmontemaggio.it,full-board,1340,61,,Elevator to all floors,"[45.9149727, 11.173015]"
hotel421,hotel,FOLGARIA,3-stars,MUU VILLAGE,LOC. NEGHELI,,38064,0464-720652,info@muuvillage.it,www.muuvillage.it,bed-and-breakfast,1257,44,,Elevator to all floors,"[45.9149727, 11.173015]"
hotel422,hotel,FOLGARIA,3-stars,NEVADA,VIA FONTANELLE,47/49,38064,0464-721495,info@villaggionevada.it,www.villaggionevada.it,full-board,1257,132,200.0,Elevator to all floors,"[45.9149727, 11.173015]"
hotel423,hotel,FOLGARIA,3-stars,PARK HOTEL MIRAMONTI,VIA D. ALIGHIERI,12,38064,0464-721980,info@miramontiparkhotel.it,www.miramontiparkhotel.it,full-board,1166,119,,Elevator to all floors,"[45.9149727, 11.173015]"
hotel424,hotel,FOLGARIA,3-stars,PINETA,VIA  A.EINSTEIN,6,38064,0464-727150,info@hotelpinetaserrada.it,www.hotelpinetaserrada.it,full-board,1250,28,130.0,Elevator to all floors,"[45.9149727, 11.173015]"
hotel425,hotel,FOLGARIA,3-stars,RESIDENCE HOTEL STELLA,VIA NEGHELI,44,38064,0464-723183,info@residenzastella.it,www.residenzastella.it,room-only,1166,98,175.0,Elevator to all floors,"[45.9149727, 11.173015]"
hotel426,hotel,FOLGARIA,3-stars,ROSALPINA,VIA STRADA NUOVA,8,38064,0464-721240,info@hrosalpina.com,www.hrosalpina.com,full-board,1166,56,90.0,Elevator to all floors,"[45.9149727, 11.173015]"
hotel427,hotel,FOLGARIA,3-stars,SERRADA,VIA PASUBIO,20,38064,0464-727114,info@serradares.it,www.serradares.it,room-only,1250,113,180.0,Elevator to all floors,"[45.9149727, 11.173015]"
hotel428,hotel,FOLGARIA,3-stars,TRENTINO,VIA A.MANZONI,63,38044,0464-765350,info@hoteltrentino.it,www.hoteltrentino.it,full-board,1076,44,,Elevator to all floors,"[45.9149727, 11.173015]"
hotel429,hotel,FOLGARIA,3-stars,VILLA CRISTINA,FRAZIONE SERRADA - VIA E. FERMI,25,38060,0464-727117,info@albergovillacristina.it,www.albergovillacristina.it,full-board,1250,39,,Terrace or solarium garden,"[45.9149727, 11.173015]"
hotel430,hotel,FOLGARIA,3-stars,VILLA WILMA,VIA DELLA PACE,12,38064,0464-721278,info@hotelvillawilma.it,www.hotelvillawilma.it,full-board,1166,49,80.0,Terrace or solarium garden,"[45.9149727, 11.173015]"
hotel431,hotel,FOLGARIA,3-stars,VITTORIA,VIA LUIGI CADORNA,2/6,38064,0464-721122,info@vittoriahotel.net,www.vittoriahotel.net,full-board,1166,85,,Gym,"[45.9149727, 11.173015]"
hotel432,hotel,FOLGARIA,3-stars-superior,ALPEN HOTEL EGHEL,VIA A. MAFFEI,49,38064,0464-720481,info@alpenhoteleghel.it,www.alpenhoteleghel.it,full-board,1257,141,,Outdoor swimming pool,"[45.9149727, 11.173015]"
hotel433,hotel,FOLGARIA,3-stars-superior,HOTEL LUNA BIANCA,VIA CESARE BATTISTI,41,38064,0464-723175,info@lunabiancahotel.it,www.lunabiancahotel.it,full-board,1166,76,,Elevator to all floors,"[45.9149727, 11.173015]"
hotel434,hotel,FOLGARIA,4-stars,BLU HOTEL NATURA & SPA,VIA LEONARDO DA VINCI,19,38064,0464-62501,info@bluhotels.it,www.bluhotelnatura.it,full-board,1166,82,0.0,Outdoor swimming pool,"[45.9149727, 11.173015]"
hotel435,hotel,FOLGARIA,4-stars,FOLGARIA POST HOTEL,VIA EMILIO COLPI,124,38064,0464-721371,info@folgariaposthotel.it,www.folgariaposthotel.it,full-board,1166,65,,Elevator to all floors,"[45.9149727, 11.173015]"
hotel436,hotel,FOLGARIA,4-stars,GOLF HOTEL,VIA NEGHELI,46/48,38064,0464-723114,info@bluhotels.it,www.bluhotels.it,full-board,1257,198,,Elevator to all floors,"[45.9149727, 11.173015]"
hotel437,hotel,FOLGARIA,no-stars,ALASKA,VIA GALILEI,11,38064,0464-721642,alaska@clubres.com,www.clubres.com/IT/alaska-club-residence/,room-only,1166,102,180.0,Elevator to all floors,"[45.9149727, 11.173015]"
hotel438,hotel,FOLGARIA,no-stars,AL BIVIO,VIA GIOVANNI PRATI,2/4,38064,0464-783309,info@albergoalbivio.it,www.albergoalbivio.it,full-board,998,49,40.0,Elevator to all floors,"[45.9149727, 11.173015]"
hotel439,hotel,FONDO,1-star,AURORA,VIA CANTONE,24,38010,0463-880022,info@albergo-aurora.it,www.albergo-aurora.it,full-board,1162,25,50.0,Terrace or solarium garden,"[46.4400592, 11.1364982]"
hotel440,hotel,FONDO,1-star,SCOIATTOLO,LOCALITA' PLAZZE,31,38010,0463-880034,info@albergoscoiattolo.com,www.albergoscoiattolo.com,full-board,1162,25,48.0,Terrace or solarium garden,"[46.4400592, 11.1364982]"
hotel441,hotel,FONDO,3-stars,ALBERGO LAGO SMERALDO,VIA LAGO SMERALDO,12,38013,0463-831104,info@hotellagosmeraldo.it,www.hotellagosmeraldo.it,full-board,987,60,70.0,Elevator to all floors,"[46.4400592, 11.1364982]"
hotel442,hotel,FONDO,3-stars,HOTEL MILANO,VIA PALADE,62,38013,0463-835168,HotelMilano@fondazione.atm-mi.it,,full-board,987,156,,Elevator to all floors,"[46.4400592, 11.1364982]"
hotel443,hotel,FONDO,3-stars,LADY MARIA HOTEL,VIA GARIBALDI,20,38013,0463-830380,info@ladymariahotel.com,www.ladymariahotel.com,full-board,987,71,70.0,Elevator to all floors,"[46.4400592, 11.1364982]"
hotel444,hotel,FORNACE,1-star,TURISMO,VIA DI SPIAZ,17,38040,0461-1584098,paoloturismo@libero.it,,bed-and-breakfast,740,11,95.0,Terrace or solarium garden,"[46.1181956, 11.2065014]"
hotel445,hotel,FRASSILONGO,2-stars,KAMAUZ,MASO FRUNT,147,38050,0461-549070,kamauz00@albergokamauz.191.it,www.albergokamauz.191.it,full-board,1316,16,30.0,Terrace or solarium garden,"[46.0808537, 11.3195194]"
hotel446,hotel,FRASSILONGO,3-stars,AQUILA NERA,MASO CAMAOVRUNT,137,38050,0461-549090,lucia.laner@alice.it,www.aquilanerakamauz.it,full-board,1316,24,30.0,Elevator to all floors,"[46.0808537, 11.3195194]"
hotel447,hotel,GARNIGA TERME,1-star,PICCOLO MONDO,VIA ZOBBIO,3,38060,0461-842847,,,full-board,784,12,55.0,Terrace or solarium garden,"[46.0026491, 11.0870545]"
hotel448,hotel,GARNIGA TERME,3-stars,LAGHETTO,LOCALITA'LAGO,2,38060,0461-842909,laghettohotel@gmail.com,www.infotrentino.net/laghetto/default.htm,full-board,810,64,60.0,Terrace or solarium garden,"[46.0026491, 11.0870545]"
hotel449,hotel,GARNIGA TERME,3-stars,MIRAMONTI,VIA DEI BAGNI DI FIENO,20,38060,0461-842503,info@hotelmiramontigarnigaterme.com,www.hotelmiramontigarnigaterme.com,full-board,810,63,60.0,Elevator to all floors,"[46.0026491, 11.0870545]"
hotel450,hotel,GIOVO,3-stars,MASO FRANCH,MASO FRANCH,2,38030,0461-245533,info@masofranch.it,www.masofranch.it,full-board,496,22,,Elevator to all floors,"[46.1858352, 11.146776918113101]"
hotel451,hotel,GIOVO,3-stars-superior,HOTEL FIOR DI BOSCO,FRAZIONE MASEN,10,38030,0461-695008,info@hotelfiordibosco.it,www.hotelfiordibosco.it,full-board,496,52,120.0,Elevator to all floors,"[46.1858352, 11.146776918113101]"
hotel452,hotel,GIUSTINO,1-star,CHALET DA GINO,LOCALITA' VALGENOVA,,38086,0465-503399,hotelalpina@pinzolo.it,www.chaletdagino.com,full-board,770,10,80.0,Parking (insured for at least 50% of the housing units),"[46.1484401, 10.7694794]"
hotel453,hotel,GIUSTINO,1-star,OLYMPIC PARK HOTEL GARNI',VIA DI GAGIA,26,38086,0465-502381,info@olympichotels.it,www.olympichotels.it,bed-and-breakfast,770,14,85.0,Parking (insured for at least 50% of the housing units),"[46.1484401, 10.7694794]"
hotel454,hotel,GIUSTINO,3-stars,BELLAVISTA,VIA ROSMINI,24,38086,0465-501164,info@bellavistanet.com,www.bellavistanet.com,full-board,770,114,40.0,Elevator to all floors,"[46.1484401, 10.7694794]"
hotel455,hotel,GIUSTINO,3-stars,BEPY HOTEL,VIA SUTA LI CASI,2,38086,0465-501641,info@bepyhotel.it,www.bepyhotel.it,bed-and-breakfast,770,44,130.0,Elevator to all floors,"[46.1484401, 10.7694794]"
hotel456,hotel,GIUSTINO,3-stars,LA LOCANDINA,VIALE DOLOMITI,20,38086,0465-501122,info@residencelalocanda.eu,www.residencelalocanda.eu,bed-and-breakfast,770,41,160.0,Elevator to all floors,"[46.1484401, 10.7694794]"
hotel457,hotel,GIUSTINO,3-stars,MIRAMONTI,VIALE DOLOMITI,73,38086,0465-501017,info@hotelmiramonti.org,www.hotelmiramonti.org,full-board,770,51,,Elevator to all floors,"[46.1484401, 10.7694794]"
hotel458,hotel,GIUSTINO,no-stars,FONTANABONA,LOC. FONTANABONA,,38086,0465-501175,,www.fontanabona.it,full-board,770,16,52.0,Terrace or solarium garden,"[46.1484401, 10.7694794]"
hotel459,hotel,GRIGNO,1-star,CONCA D'ORO,PIAZZA DANTE,1,38055,0461-765126,albergo.concadoro@alice.it,,full-board,263,28,62.0,Parking (insured for at least 50% of the housing units),"[46.0170354, 11.6359415]"
hotel460,hotel,GRIGNO,1-star,DA REMO,VIA MASETTO VECCHIO,59,38055,0461-769190,albergodaremo@alice.it,,full-board,236,22,65.0,Elevator to all floors,"[46.0170354, 11.6359415]"
hotel461,hotel,GRIGNO,no-stars,LA NUOVA CONCA D'ORO,VIA VITTORIO EMANUELE,33,38055,0461-765430,albergo.concadoro@alice.it,,room-only,263,22,,Elevator to all floors,"[46.0170354, 11.6359415]"
hotel462,hotel,IMER,1-star,MIRAMONTI,VIA DOLOMITI,40,38050,0439-67127,info@hotelmiramontimer.com,www.hotelmiramontimer.com,full-board,670,46,50.0,Terrace or solarium garden,"[46.1510601, 11.7963031]"
hotel463,hotel,IMER,2-stars,AL LAGO,VIA NAZIONALE,9,38050,0439-678090,albergo.al.lago@gmail.com,www.albergoallago.it,full-board,566,25,,Elevator to all floors,"[46.1510601, 11.7963031]"
hotel464,hotel,IMER,3-stars,AL BIVIO,VIA NAZIONALE,167,38050,0439-67080,info@bikedolomite.com,www.bikedolomite.com,full-board,670,44,,Terrace or solarium garden,"[46.1510601, 11.7963031]"
hotel465,hotel,IMER,3-stars,MIRAVALLE,VIA NAZIONALE,213,38050,0439-725100,info@hotelmiravalle.com,www.hotelmiravalle.com,full-board,670,21,,Elevator to all floors,"[46.1510601, 11.7963031]"
hotel466,hotel,LAVARONE,1-star,SOGGIORNO ALPINO,VIA THIENE,22,38046,0464-783145,francof@maristimediterranea.com,www.maristi.it/lavarone,full-board,1180,106,35.0,Parking (insured for at least 50% of the housing units),"[45.941289350000005, 11.288638076783958]"
hotel467,hotel,LAVARONE,2-stars,BELLARIA,FR. GIONGHI,28,38046,0464-783221,info@albergobellaria.it,www.albergobellaria .it,full-board,1165,25,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel468,hotel,LAVARONE,2-stars,CLUB 21,FRAZ. AZZOLINI,80,38046,0464-783213,info@club21lavarone.it,www.club21lavorone.it,bed-and-breakfast,1170,25,,Parking (insured for at least 50% of the housing units),"[45.941289350000005, 11.288638076783958]"
hotel469,hotel,LAVARONE,2-stars,FIOR DI ROCCIA,FRAZIONE GIONGHI,30,38046,0464-783138,,,full-board,1165,25,46.0,Terrace or solarium garden,"[45.941289350000005, 11.288638076783958]"
hotel470,hotel,LAVARONE,2-stars,NAZIONALE,PIAZZA MILANO,6,38040,0464-783245,info@albergonazionale.com,,bed-and-breakfast,1180,21,95.0,Terrace or solarium garden,"[45.941289350000005, 11.288638076783958]"
hotel471,hotel,LAVARONE,3-stars,ALB. CERVO - RISTOR. STUBE DEL CERVO LAVARONE WELLNESS,"""PIAZZA MILANO, 2 - VIA MARCONI 2-4-6 E""",,38046,0464-783237,info@albergocervolavarone.it,www.albergocervolavarone.it,full-board,1180,70,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel472,hotel,LAVARONE,3-stars,ALBERGO ESPERIA,PIAZZA ITALIA,29,38046,0464-783464,albergoesperia29@gmail.com,,full-board,1171,25,45.0,Terrace or solarium garden,"[45.941289350000005, 11.288638076783958]"
hotel473,hotel,LAVARONE,3-stars,ALBERGO MIRAMONTI,FRAZ. GIONGHI,1,38046,0464-783129,info@miramontilavarone.com,www.miramontilavarone.com,full-board,1165,55,80.0,Parking (insured for at least 50% of the housing units),"[45.941289350000005, 11.288638076783958]"
hotel474,hotel,LAVARONE,3-stars,ANTICO,PIAZZA MILANO,11,38040,0464-783163,info@albergoantico.it,www.albergoantico.it,bed-and-breakfast,1180,25,40.0,Terrace or solarium garden,"[45.941289350000005, 11.288638076783958]"
hotel475,hotel,LAVARONE,3-stars,BERTOLDI,PIAZZA ITALIA,9,38046,0464-783165,info@albergobertoldi.it,www.albergobertoldi.it,full-board,1171,25,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel476,hotel,LAVARONE,3-stars,CAMINETTO,FRAZIONE BERTOLDI,60,38046,0464-783214,info@hotelcaminetto.eu,www.hotelcaminetto.eu,full-board,1200,47,,Outdoor swimming pool,"[45.941289350000005, 11.288638076783958]"
hotel477,hotel,LAVARONE,3-stars,CORONA - OSTERIA VIA DELL'ANCINO,VIA ROMA,6,38046,0464-783232,info@albergocoronalavarone.it,www.albergocoronalavarone.it,full-board,1171,29,37.0,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel478,hotel,LAVARONE,3-stars,DA VILLA,VIALE DOLOMITI,6,38046,0464-783116,info@hoteldavilla.com,www.hoteldavilla.com,full-board,1171,40,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel479,hotel,LAVARONE,3-stars,HOTEL AL LAGO,VIA LAGO,21,38046,0464-783222,info@hotelallago.eu,www.hotelallago.eu,full-board,1171,24,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel480,hotel,LAVARONE,3-stars,HOTEL CIMONE,FRAZ. BERTOLDI,61,38046,0464-784128,info@cimonehotel.it,www.cimonehotel.it,full-board,1200,80,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel481,hotel,LAVARONE,3-stars,HOTEL DU LAC,VIA TRIESTE,32,38046,0464-783112,info@dulachotel.info,www.dulachotel.info,full-board,1171,79,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel482,hotel,LAVARONE,3-stars,HOTEL MONTE RUST,VIA TRENTO,1,38046,0464-783140,info@hotelmonterust.it,www.hotelmonterust.it,full-board,1171,56,,Parking (insured for at least 50% of the housing units),"[45.941289350000005, 11.288638076783958]"
hotel483,hotel,LAVARONE,3-stars,IL MURETTO,FRAZ. BERTOLDI,5/B,38046,0464-783523,info@garnimuretto.it,www.garnimuretto.it,bed-and-breakfast,1200,46,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel484,hotel,LAVARONE,3-stars,MONTEVERDE,FRAZIONE GIONGHI,112,38046,0464-783174,info@hotelmonteverde.it,www.hotelmonteverde.it,full-board,1165,99,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel485,hotel,LAVARONE,3-stars,NIDO VERDE,VIA TRIESTE,33,38046,0464-783151,info@nidoverde.it,www.nidoverde.it,full-board,1171,23,60.0,Terrace or solarium garden,"[45.941289350000005, 11.288638076783958]"
hotel486,hotel,LAVARONE,3-stars,RESIDENCE HOTEL CAPRIOLO,FRAZIONE STENGHELI,102,38046,0464-783187,infotiscali@residencehotelcapriolo.com,www.residencehotelcapriolo.com,bed-and-breakfast,1200,25,50.0,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel487,hotel,LAVARONE,3-stars,ROMANDA,VIA TRIESTE,27,38046,0464-783135,info@hotelromanda.net,www.hotelromanda.net,full-board,1171,42,80.0,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel488,hotel,LAVARONE,3-stars,TANA DELLA VOLPE,VIA VILLANOVA,2,38046,0464-783261,info@tanadellavolpe.com,www.tanadellavolpe.com,room-only,1180,25,170.0,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel489,hotel,LAVARONE,4-stars,GRAND HOTEL ASTORIA,PIAZZA ITALIA,1,38046,0464-784065,amministrazione@chincherini.com,www.chincherini.com,full-board,1171,89,,Elevator to all floors,"[45.941289350000005, 11.288638076783958]"
hotel490,hotel,LAVIS,1-star,CORONA,PIAZZA MANCI,4,38015,0461-246772,hotelcorona.lavis@alice.it,www.hotelcoronalavis.it,bed-and-breakfast,232,25,35.0,TV in all bedrooms,"[46.1397416, 11.1102267]"
hotel491,hotel,LAVIS,1-star,MOSER,VIA NAZIONALE,64,38010,0461-870248,albergomoser@alice.it,,full-board,208,32,25.0,Parking (insured for at least 50% of the housing units),"[46.1397416, 11.1102267]"
hotel492,hotel,LAVIS,3-stars,HOTEL ALLA NAVE,VIA NAZIONALE,29,38015,0461-870111,info@hotelallanave.it,www.hotelallanave.it,full-board,208,88,60.0,Elevator to all floors,"[46.1397416, 11.1102267]"
hotel493,hotel,LAVIS,4-stars,HOTEL SARTORI'S,VIA NAZIONALE,33,38015,0461-246563,info@sartorishotel.com,www.sartorishotel.com,full-board,232,80,221.0,Elevator to all floors,"[46.1397416, 11.1102267]"
hotel494,hotel,LEVICO TERME,1-star,IDEAL,VIALE D.GIANNETTINI,5,38056,0461-706701,infoideal@idealevico.it,idealevico.it,full-board,506,42,30.0,Terrace or solarium garden,"[46.0091259, 11.3017774]"
hotel495,hotel,LEVICO TERME,1-star,MIRAVALLE,VIALE VENEZIA,78,38056,0461-700080,info@hotelmiravalle-levico.it,www.hotelmiravalle-levico.it,full-board,506,23,,Parking (insured for at least 50% of the housing units),"[46.0091259, 11.3017774]"
hotel496,hotel,LEVICO TERME,2-stars,ALBERGO NAZIONALE,PIAZZA DELLA CHIESA,1,38056,0461-706143,albergo.nazionale@gmail.com,,full-board,506,25,40.0,Terrace or solarium garden,"[46.0091259, 11.3017774]"
hotel497,hotel,LEVICO TERME,2-stars,AL BRENTA,VIA BRENTA,33,38056,0461-706131,info@albrenta.com,www.albrenta.com,full-board,506,36,42.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel498,hotel,LEVICO TERME,2-stars,GARDEN,VIA V.EMANUELE,22,38056,0461-706022,hoteldolomitilevico@libero.it,,full-board,506,36,35.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel499,hotel,LEVICO TERME,2-stars,VECCHIA FATTORIA,VIA PER CALDONAZZO,27,38056,0461-706408,info@albergovecchiafattoria.it,www.albergovecchiafattoria.it,bed-and-breakfast,506,25,47.0,,"[46.0091259, 11.3017774]"
hotel500,hotel,LEVICO TERME,3-stars,AARITZ,VIALE ROMA,53,38056,0461-706427,info@hotelcristallo.trentino.it,www.hotelaaritztrentino.it,bed-and-breakfast,506,49,160.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel501,hotel,LEVICO TERME,3-stars,ACLER,VIA MONS.CAPRONI,36,38056,0461-706167,albergoacler@trentino.net,www.albergoacler.it,full-board,506,75,69.0,Terrace or solarium garden,"[46.0091259, 11.3017774]"
hotel502,hotel,LEVICO TERME,3-stars,ALBERGO SANDRO,VIA MONS.CAPRONI,33,38056,0461-706164,info@denart.it,www.hotelsandrolevico.it,full-board,506,73,,Terrace or solarium garden,"[46.0091259, 11.3017774]"
hotel503,hotel,LEVICO TERME,3-stars,AL SALUS,VIA PIGIO,3/5,38056,0461-706328,info@albergoalsalus.it,www.albergoalsalus.it,full-board,506,38,75.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel504,hotel,LEVICO TERME,3-stars,ANTICA ROSA,VIA GARIBALDI,15,38056,0461-706154,info@anticarosa.it,www.anticarosa.it,full-board,506,75,40.0,Terrace or solarium garden,"[46.0091259, 11.3017774]"
hotel505,hotel,LEVICO TERME,3-stars,ARISTON,VIA BELVEDERE,56,38056,0461-701482,info@ariston-hotel.tn.it,www.ariston-hotel.tn.it,full-board,506,101,95.0,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel506,hotel,LEVICO TERME,3-stars,B612 HOTEL,VIA TRAVERSA LIDO,4,38056,,info@b612hotel.it,www.b612hotel.it,full-board,506,115,0.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel507,hotel,LEVICO TERME,3-stars,BIO GARNI' MONDINOVO,VIA GEDEONE DE VETTORAZZI,8,38056,0461-706167,info@mondinovo.it,www.mondinovo.it,bed-and-breakfast,506,16,,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel508,hotel,LEVICO TERME,3-stars,CONCORDIA,VIA V.EMANUELE,1,38056,0461-706230,info@hotelconcordialevico.it,www.hotelconcordialevico.it,full-board,506,87,67.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel509,hotel,LEVICO TERME,3-stars,DOLOMITI,VIA TRAVERSA LIDO,28,38056,0461-706022,hoteldolomitilevico@libero.it,www.hoteldolomitilevico.com,full-board,506,149,,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel510,hotel,LEVICO TERME,3-stars,EDEN LIBARDI,VIA V.EMANUELE,18,38056,0461-706103,info@eden-hotel.com,www.eden-hotel.com,full-board,506,82,,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel511,hotel,LEVICO TERME,3-stars,FAMILY PRIMAVERA,VIA CLAUDIA AUGUSTA,3,38056,0461-706193,info@familyhotelprimavera.it,www.familyhotelprimavera.it,full-board,506,60,110.0,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel512,hotel,LEVICO TERME,3-stars,FLORIDA,VIA SEGANTINI,20,38056,0461-706400,info@floridahotel.it,www.floridahotel.it,full-board,506,120,,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel513,hotel,LEVICO TERME,3-stars,HOTEL DANIELA,VIALE VENEZIA,3,38056,0461-706213,info@hoteldaniela.it,www.hoteldaniela.it,full-board,506,68,,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel514,hotel,LEVICO TERME,3-stars,HOTEL LEVICO,VIA V.EMANUELE,54,38056,0461-706335,info@hotellevico.com,www.hotellevico.com,full-board,506,68,,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel515,hotel,LEVICO TERME,3-stars,HOTEL MIRALAGO,VIALE TRENTO,22,38056,0461-706359,info@antoniollihotels.com,www.antoniollihotels.com,full-board,506,47,,Terrace or solarium garden,"[46.0091259, 11.3017774]"
hotel516,hotel,LEVICO TERME,3-stars,HOTEL ROMA,VETRIOLO TERME,,38056,0461-707910,info@hotelromalevicoterme.it,www.hotelromalevicoterme.it,full-board,1500,79,45.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel517,hotel,LEVICO TERME,3-stars,HOTEL VILLA REGINA,VIALE VITTORIO EMANUELE,8,38056,0461-707713,info@hotel-villaregina.it,www.hotel-villaregina.it,full-board,506,58,,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel518,hotel,LEVICO TERME,3-stars,LA PACE,VIALE ROMA,9,38056,0461-706117,info@hotellapacelevico.it,www.hotellapacelevico.it,full-board,506,78,45.0,Terrace or solarium garden,"[46.0091259, 11.3017774]"
hotel519,hotel,LEVICO TERME,3-stars,LIBERTY,VIALE VITTORIO EMANUELE,18,38056,0461-701521,info@hotelliberty.it,www.hotelliberty.it,full-board,506,69,85.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel520,hotel,LEVICO TERME,3-stars,LUCIA,VIA ROCCHE,44,38056,0461-706229,info@luciahotel.it,www.luciahotel.it,full-board,506,58,70.0,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel521,hotel,LEVICO TERME,3-stars,ROCCA,VIALE ROMA,5,38056,0461-706236,info@albergorocca.com,www.albergorocca.com,full-board,506,48,65.0,Terrace or garden solarium,"[46.0091259, 11.3017774]"
hotel522,hotel,LEVICO TERME,3-stars,ROMANDA,VIA GARIBALDI,5,38056,0461-707123,info@hotelromanda.it,www.hotelromanda.it,full-board,506,79,,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel523,hotel,LEVICO TERME,3-stars,SCARANO',S.P. PER VETRIOLO,106,38056,0461-706810,info@hotelscarano.it,www.hotelscarano.it,full-board,506,67,55.0,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel524,hotel,LEVICO TERME,3-stars,SPORT,VIA SEGANTINI,4,38056,0461-706297,info@hotelsport.it,www.hotelsport.it,full-board,506,60,64.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel525,hotel,LEVICO TERME,3-stars,TERMINUS,VIA SALINA,27,38056,0461-706453,info@hotelterminus.it,www.hotelterminus.it,full-board,506,65,40.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel526,hotel,LEVICO TERME,3-stars,VEZZENA,LOCALITA' PASSO VEZZENA,2,38056,0464-784197,info@hotelvezzena.com,www.hotelvezzena.com,full-board,1417,140,160.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel527,hotel,LEVICO TERME,3-stars,VILLA FLORA,VIA TONELLI,31,38056,0461-706311,info@albergovillaflora.it,www.albergovillaflora.com,full-board,506,97,60.0,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel528,hotel,LEVICO TERME,3-stars,VITTORIA,VIA DANTE,54,38056,0461-706430,info@hotelvittorialevico.it,www.hotelvittorialevico.it,full-board,506,67,90.0,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel529,hotel,LEVICO TERME,3-stars-superior,AMBASSADOR,VIALE BELVEDERE,50,38056,0461-707101,info@hotel-ambassador.it,www.hotel-ambassador.it,full-board,506,140,,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel530,hotel,LEVICO TERME,3-stars-superior,BELLARIA,VIA SELVA,3,38056,0461-706595,info@hotelbellaria.it,www.hotelbellaria.it,full-board,506,107,,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel531,hotel,LEVICO TERME,3-stars-superior,CRISTALLO,VIA G. DE VETTORAZZI,2,38056,0461-706427,info@hotelcristallo.trentino.it,www.hotelcristallo.trentino.it,full-board,506,149,140.0,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel532,hotel,LEVICO TERME,3-stars-superior,HOTEL AL SORRISO,VIA SEGANTINI,14,38056,0461-707029,info@hotelsorriso.it,www.hotelsorriso.it,full-board,506,117,,Elevator to all floors,"[46.0091259, 11.3017774]"
hotel533,hotel,LEVICO TERME,3-stars-superior,HOTEL BAVARIA,VIALE BRENTA,30,38056,0461-707599,info@hotelbavaria.it,www.hotelbavaria.it,full-board,506,122,180.0,Outdoor swimming pool,"[46.0091259, 11.3017774]"
hotel534,hotel,LEVICO TERME,3-stars-superior,HOTEL ELITE,VIA ROMA,19,38056,0461-706283,info@biohotelelite.it,www.biohotelelite.it,full-board,506,76,,Elevator to all floors,"[46.0091259, 11.3017774]"
